days,RKI Nowcast 4 days,RKI Nowcast 7 days,Projected 7 days
2020-03-04,4.5,NaN,NaN
2020-03-05,5.25,NaN,NaN
2020-03-06,7.0,7.714285714285714,NaN
2020-03-07,10.5,10.0,NaN
2020-03-08,13.75,12.428571428571429,NaN
2020-03-09,18.0,16.714285714285715,NaN
2020-03-10,23.0,22.285714285714285,NaN
2020-03-11,30.0,29.714285714285715,50.06464622199451
2020-03-12,39.75,38.714285714285715,69.7889580923982
2020-03-13,53.0,46.714285714285715,91.84471177534529
2020-03-14,63.0,55.285714285714285,100.72864748710438
2020-03-15,71.5,65.71428571428571,111.61089492662613
2020-03-16,81.0,73.71428571428571,124.20702292138859
2020-03-17,84.25,78.71428571428571,127.06442598421413
2020-03-18,86.0,82.28571428571429,122.83633217832721
2020-03-19,87.0,86.57142857142857,115.03966864455751
2020-03-20,89.5,85.28571428571429,108.53527583885601
2020-03-21,83.25,81.85714285714286,96.24844919424883
2020-03-22,77.0,84.14285714285714,84.54180910301024
2020-03-23,84.25,83.0,85.57674376562012
2020-03-24,78.0,83.28571428571429,80.26872941897848
2020-03-25,82.5,83.14285714285714,81.81553403547449
2020-03-26,89.25,75.85714285714286,84.03156212557509
2020-03-27,75.0,77.42857142857143,70.3821592246372
2020-03-28,73.5,76.71428571428571,73.37214116766002
2020-03-29,65.5,73.57142857142857,71.45134250174512
2020-03-30,67.5,70.42857142857143,66.82774022833317
2020-03-31,68.5,69.0,66.61628006467706
2020-04-01,67.75,64.14285714285714,63.468351928143136
2020-04-02,67.25,67.0,57.228255970177706
2020-04-03,63.5,63.857142857142854,62.36107012858178
2020-04-04,62.0,62.42857142857143,59.37887889612549
2020-04-05,54.0,56.857142857142854,57.35612970189287
2020-04-06,54.75,57.57142857142857,51.99281378570519
2020-04-07,52.0,55.285714285714285,51.07756545319529
2020-04-08,52.75,54.57142857142857,49.68043182438277
2020-04-09,53.5,48.57142857142857,49.53759739860998
2020-04-10,49.0,44.42857142857143,43.61554624342402
2020-04-11,39.0,40.857142857142854,36.35527403730161
2020-04-12,28.75,42.857142857142854,30.818029549949525
2020-04-13,34.25,37.285714285714285,34.82743542198704
2020-04-14,32.25,35.0,30.30015554904523
2020-04-15,36.25,34.142857142857146,30.124768981715533
2020-04-16,41.75,32.42857142857143,31.369742150848236
2020-04-17,30.75,32.142857142857146,26.69192239580632
2020-04-18,30.0,33.0,28.711696162481473
2020-04-19,25.25,28.285714285714285,31.182846039412134
2020-04-20,24.0,29.142857142857142,24.196906808840563
2020-04-21,26.5,26.857142857142858,26.755620565074874
2020-04-22,27.0,25.0,23.774002539064206
2020-04-23,27.75,26.0,21.481560402614516
2020-04-24,26.75,24.571428571428573,24.531079454809962
2020-04-25,22.0,23.285714285714285,21.473749266329207
2020-04-26,19.0,20.428571428571427,20.539325795818932
2020-04-27,16.0,18.142857142857142,17.06879260354195
2020-04-28,12.75,17.285714285714285,13.06996534737591
2020-04-29,14.25,17.285714285714285,13.083478255868458
2020-04-30,17.25,16.0,14.26727288107334
2020-05-01,19.0,17.0,14.210639955208714
2020-05-02,20.0,22.285714285714285,16.400412501472122
2020-05-03,27.75,22.571428571428573,25.884999641391783
2020-05-04,25.25,26.428571428571427,27.416871682671406
2020-05-05,31.0,25.857142857142858,38.68681357627757
2020-05-06,29.75,24.571428571428573,35.451172668957085
2020-05-07,21.25,23.857142857142858,26.887285771448493
2020-05-08,21.25,23.142857142857142,25.049691447572172
2020-05-09,14.25,17.571428571428573,20.033135171988608
2020-05-10,13.25,16.571428571428573,12.657663769683491
2020-05-11,11.25,12.0,11.519382826187144
2020-05-12,10.25,11.571428571428571,7.702605854125638
2020-05-13,9.5,10.0,7.254853783754179
2020-05-14,8.0,9.0,6.595720677828472
2020-05-15,8.0,7.142857142857143,6.093055320432908
2020-05-16,5.75,6.285714285714286,4.841588492425897
2020-05-17,4.0,5.428571428571429,3.66055818901251
2020-05-18,3.25,4.857142857142857,3.083287465301012
2020-05-19,3.0,4.857142857142857,2.7822747253250992
2020-05-20,5.5,7.285714285714286,4.0157758550244225
2020-05-21,9.75,8.285714285714286,7.791100707766676
2020-05-22,13.0,8.142857142857142,9.225086665716123
2020-05-23,11.5,7.714285714285714,10.452820851639753
2020-05-24,9.0,7.857142857142857,10.920829236374837
2020-05-25,4.25,7.571428571428571,8.62401570331003
2020-05-26,1.75,6.142857142857143,6.612334852514766
2020-05-27,2.0,4.285714285714286,4.196082103617798
2020-05-28,3.75,4.142857142857143,2.908923402968432
2020-05-29,6.5,4.285714285714286,3.85411077108359
2020-05-30,5.75,4.285714285714286,3.6550994288963454
2020-05-31,5.75,4.714285714285714,3.8183035385125343
2020-06-01,5.0,4.285714285714286,5.051374690086909
2020-06-02,2.0,4.142857142857143,4.477814923251191
2020-06-03,1.75,3.142857142857143,3.9618219092539944
2020-06-04,1.75,1.7142857142857142,2.2452906139231175
2020-06-05,1.25,1.8571428571428572,0.8845673392048147
2020-06-06,1.5,1.8571428571428572,1.0885829904438127
2020-06-07,1.75,1.2857142857142858,1.2105026563402157
2020-06-08,1.75,1.4285714285714286,1.059788362048797
2020-06-09,1.5,1.8571428571428572,1.272474261663534
2020-06-10,1.75,2.2857142857142856,1.8571428571428572
2020-06-11,2.5,1.8571428571428572,2.66128538646242
2020-06-12,2.25,1.7142857142857142,2.3732372249234257
2020-06-13,2.0,1.7142857142857142,1.929050069013879
2020-06-14,1.5,1.7142857142857142,1.602251368592836
2020-06-15,0.75,1.4285714285714286,1.2057157542652401
2020-06-16,0.75,1.0,1.0603998145906244
2020-06-17,0.5,1.7142857142857142,0.563830528574283
2020-06-18,2.5,2.2857142857142856,1.7142857142857142
2020-06-19,3.25,2.2857142857142856,2.566175130744457
2020-06-20,3.5,2.4285714285714284,2.650342184242806
2020-06-21,4.0,3.0,2.9606555837234345
2020-06-22,3.0,3.142857142857143,5.137712580852522
2020-06-23,2.25,4.142857142857143,4.528177323549435
2020-06-24,3.75,3.5714285714285716,7.805465457934332
2020-06-25,4.5,4.0,4.535283499030584
2020-06-26,5.0,4.571428571428571,4.747895586747123
2020-06-27,6.0,4.714285714285714,5.630304762363614
